gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
DPP3	279125	407052	449648	636610	615585	263007	480523	481358	552374	279199	519491	604923	366275	314296	482620	689328	411982	414576	350346	297039	392923	288855	540172	348582	493359	294942	465765	450858	344871	235945	202758	347418	445828	515650	250724	628021	12217	716252	358436	343577	17430	498537	263493	592262	443396	569440	572571	766980	585221	320297
