gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
RYBP	0	0	23634	0	9970	26033	0	0	0	24024	0	34302	46434	0	11808	0	6340	0	0	0	2953	15487	5127	7488	0	8435	8419	0	1807	0	0	0	0	4192	0	7781	89651	0	0	0	0	5831	7253	18536	0	0	30545	0	0	0
