gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
GNAQ	0	84855	40442	209290	115999	0	47427	94304	100433	81154	0	50986	30536	265338	125962	96596	157681	113269	26187	225738	104991	58480	90956	98416	167930	126660	115933	52411	125187	246288	200743	133760	109076	131356	235482	95922	41587	93429	55487	151306	0	68757	126995	23398	103624	159600	340982	249330	204588	176483
