gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
ARAP1	51945	54102	49119	29790	129776	29522	241911	65370	7994	61049	0	68582	8923	188098	66474	92794	70869	117785	57630	205560	23825	53966	190429	145629	64928	19067	108302	29320	88581	97694	175741	85966	48428	0	81032	296039	18455	285473	207120	247011	0	147100	62438	11752	21787	82661	97117	153752	137219	140931
