gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
MPHOSPH10	112682	68688	290214	84521	247837	92822	0	140614	229039	379495	88521	346174	299808	173515	235704	131075	158262	140250	197260	143391	118235	240020	80826	315111	185631	400165	163663	166691	166752	221821	24140	61993	137207	52802	231143	81323	476645	122956	57490	0	104857	233216	173494	175122	236052	162583	176583	0	0	24905
