gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
UBXN1	52845	121068	156703	162040	252974	319029	96688	118333	66008	93308	96079	162271	153373	67630	107472	57615	59971	76134	106738	117820	75095	58811	157208	62011	120660	185821	120684	102535	97679	72066	26418	44362	82352	100035	54890	135742	84144	72813	123015	49539	85730	163339	149274	58428	133457	206199	162482	0	137843	89110
