gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
MICOS10	0	21995	14523	0	22347	49739	0	19903	31024	48174	0	40594	81236	0	36575	0	22105	8760	14619	0	62453	23977	29928	28258	19693	18545	0	5815	0	11492	0	0	0	11687	45906	10342	56717	0	0	0	0	59504	16231	0	0	0	0	0	0	0
