gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
PRKAG1	72839	96427	75365	35703	25383	61715	49553	46480	86399	11712	240903	82331	35281	27177	49582	70147	53904	83715	50495	24986	119740	32648	65396	63098	54515	59468	58602	33005	68795	66757	65890	44234	38875	94894	48831	88480	15230	71577	68179	128808	45410	64297	28922	22063	44147	26597	59600	28265	12545	17851
