gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
HINT1	499150	1597360	1215188	206727	1363288	1538314	1097358	1071813	1394264	908622	1630098	1172259	1389903	135729	677612	1851385	954500	862133	405162	1029801	1430672	786226	1505329	891981	1409825	1233647	1015096	1963542	820847	353603	437556	1003627	524218	3341984	182108	605810	0	1675275	462078	731244	327041	1212193	959915	1101774	2402870	2164108	2346985	2202268	2006716	1747899
