gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
ZC3H4	47048	86102	137799	62666	106102	27002	0	49925	64936	168452	0	117201	145773	0	117239	66480	64047	35870	247288	28452	72107	82493	79784	60064	33746	55855	52596	81411	71181	78528	30155	82523	101035	42350	70048	74440	148074	56291	42128	47735	0	76040	78287	105774	176506	189728	150784	0	22397	0
