gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	HD4_CD34	HD5_CD34	HD6_CD34	HD1_Lin-	HD2_Lin-	HD3_Lin-
XPO7	197525	162810	163131	51707	163804	103954	122561	124600	138213	53240	77463	143456	160126	263624	106433	146401	83271	147998	197533	323607	77061	176083	209983	176804	229488	77429	87065	179817	76384	117915	196473	196753	160047	134614	177766	83732	89178	222165	128651	93997	64984	174366	212740	143721	154334	161680	218249	183602	163075	140529
