gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
HERC2	0.16	-0.109	0.006	0.129	-0.032	0.075	-0.393	0.169	0.039	0.006	0.196	-0.128	0.19	0.173	0.25	0.16	0.023	0.21	-0.167	0.145	0.089	0.056	-0.27	-0.096	0.115	0.337	-0.01	-0.157	0.095	-0.032	-0.268	-0.102	0.302	-0.09	0.261	-0.484	0.829	-0.027	-0.134	0.238	0.514	-0.046	-0.067	-0.023	0.173	0.155	0.005
