gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
HSDL1	0.012	-0.302	-0.129	0.12	-0.046	0.964	-0.109	-0.367	-0.014	0.123	0.31	0.418	0.109	-0.49	0.289	-0.507	-0.224	0.056	-0.857	-0.227	0.339	-0.097	-0.06	0.279	-0.076	0.575	0.017	-1.02	0.061	-0.006	0.184	-0.418	0.255	0.811	-0.187	-0.173	0.969	-0.314	-0.028	-0.453	0.373	-0.032	-0.122	-0.18	-0.046	-0.371	0.002
