gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
GCHFR	0.039	0.215	-0.563	-0.079	0.168	-0.475	0.095	-0.245	-0.408	-0.815	-0.304	-0.077	-1.113	0.686	0.27	-0.201	-0.392	0.645	0.112	0.6	-0.781	-1.066	0.94	-0.221	0.126	-0.94	0.017	-0.194	-0.811	-0.509	0.907	0.556	-0.551	-0.508	-0.013	0.189	-1.103	0.246	1.464	0.667	-0.555	1.301	-0.463	-1.438	1.356	1.293	1.616
