gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
SPAG5	0.061	0.209	-0.655	0.57	0.124	0.041	-0.489	-0.216	-0.153	-0.082	0.164	0.001	-0.461	-0.164	-0.448	-0.534	0.318	1.098	-0.219	-0.102	0.345	0.024	-0.193	-0.172	0.153	0.513	-0.344	-0.396	0.442	-0.214	-0.843	0.119	0.154	-0.565	-0.117	-0.962	1.035	-0.268	0.869	0.161	-0.272	0.444	-0.023	-0.862	0.332	0.386	0.68
