gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
YDJC	0.27	0.32	0.361	NA	0.126	0.034	-0.085	0.115	NA	-0.092	0.404	0.266	0.255	0.048	-0.216	NA	-0.194	-0.127	0.157	NA	-0.012	0.357	0.274	-0.082	0.101	-0.26	0.145	NA	0.28	-0.217	-0.048	0.392	NA	-0.023	-0.426	NA	-0.519	0.283	-0.378	NA	-0.105	-0.09	NA	0.253	0.059	0.034	0.266
