gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
GNG10	0.167	-0.115	-0.127	0.354	-0.056	0.128	0.451	0.085	-0.096	-0.149	0.376	0.063	-0.311	0.412	0.067	-0.048	0.028	-0.092	0.219	0.696	0.272	-0.047	-0.028	-0.24	-0.157	0.419	-0.001	-0.2	0.156	0.602	0.536	0.316	0.316	0.583	0.241	0.626	-0.113	-0.101	0.47	0.416	0.194	0.074	-0.05	-0.312	0.494	0.391	0.116
