gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
CFB	0.607	0.266	-0.035	0.565	-0.216	0.489	-0.334	-0.285	-0.483	0.354	-0.314	-0.709	0	0.826	-0.649	-0.014	0.292	-0.517	-0.293	1.374	0.297	-0.446	-0.225	0.038	-0.366	0.833	-0.281	-0.845	-0.231	0.478	0.536	-0.016	-0.024	0.096	1.547	0.225	-0.888	0.167	0.42	0.5	-0.309	0.749	-0.252	-0.539	0.073	-0.086	-0.7
