gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
CD59	0.913	-0.276	0.193	-0.895	-1.72	0.268	-1.26	-0.049	-0.275	-0.565	-0.897	-0.502	0.574	1.233	-1.398	-0.256	-0.162	-0.033	-0.19	0.518	0.05	0.483	-0.871	-1.162	-0.162	-0.245	-1.599	-0.196	0.208	1.133	-0.51	0.13	-0.455	0.658	1.09	-1.501	0.338	0.178	-1.054	1.625	0.153	-0.823	0.036	-0.817	1.759	1.327	1.214
