gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
KPTN	0.089	0.235	0.652	-0.005	0.046	0.163	0.174	0.318	-0.044	0.005	-0.448	0.298	0.343	0.088	0.231	-0.298	0.17	0.14	-0.007	1.065	0.317	0.143	0.032	-0.01	0.129	0.064	0.088	0.245	0.074	0.007	-0.134	0.06	-0.313	0.382	-0.13	0.161	0.315	0.048	-0.174	-0.37	0.041	0.03	-0.124	0.219	0.101	0.07	0.376
