gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
CSNK1D	-0.454	0.079	-0.153	0.255	-0.381	-0.072	-0.059	-0.414	0.382	-0.145	-0.309	-0.416	-0.071	-0.613	0.113	0.055	0.006	-0.192	-0.063	-0.052	-0.198	0.047	-0.212	-0.072	-0.145	-0.054	-0.149	0.094	-0.074	-0.315	-0.23	-0.023	0.155	-0.46	0.121	0.418	-0.477	-0.018	-0.116	0.005	-0.433	0.35	-0.233	0.094	-0.035	0.203	0.513
