gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
NOSIP	0.078	-0.359	0.297	0.051	0.052	-0.329	0.031	-0.158	-0.049	-0.041	0.014	0.207	-0.023	-0.073	0.359	-0.08	0.072	-0.067	0.729	-0.196	0.05	0.145	-0.044	0.006	0.077	-0.13	0.027	0.077	-0.169	-0.275	-0.306	-0.049	0.26	-0.208	-0.036	0.168	-0.123	0.036	0.059	-0.178	-0.402	-0.224	-0.084	0.449	-0.183	-0.466	-0.13
