gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
SGMS1	NA	1.116	NA	NA	1.007	NA	0.201	0.979	NA	0.561	0.315	-1	-0.37	0.767	0.194	NA	0.93	-0.453	-1.155	NA	0.471	0.332	-0.569	NA	-0.479	NA	NA	NA	-0.483	NA	-1.138	1.184	NA	-0.414	1.223	NA	-1.141	-0.89	2.002	NA	0.081	NA	NA	NA	NA	NA	NA
