gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
C8orf82	0.138	-0.224	-0.594	0.332	-0.165	-0.126	0.248	-0.156	0.254	0.193	-0.172	0.221	0.479	-0.399	0.201	-0.201	-0.06	0.175	0.08	-0.077	-0.163	-0.048	-0.008	-0.129	0.095	-0.381	-0.061	-0.071	-0.126	-0.266	0.568	0.072	-0.231	0.16	-0.248	-0.1	0.963	-0.224	-0.09	-0.149	0.607	0.144	0.183	0.304	-0.662	-0.895	-0.496
