gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
RAB10	-0.044	-0.26	-0.419	0.338	-0.086	0.282	0.077	-0.01	-0.07	-0.021	0.062	-0.143	-0.143	0.278	-0.166	0.096	-0.149	0.114	0.085	-0.041	0.358	-0.203	0.002	0.018	-0.175	-0.107	-0.161	-0.297	-0.067	0.357	0.786	-0.312	-0.282	0.37	0.302	0.476	0.125	-0.212	0.238	0.122	0.454	0.146	-0.22	-0.206	0.026	0.29	-0.016
