gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
ATP6V1A	-0.15	-0.124	-0.389	-0.143	0.023	-0.145	0.657	0.06	-0.116	-0.08	-0.215	-0.047	-0.255	0.066	0.012	0.015	-0.092	0.531	-0.24	-0.401	-0.305	-0.551	0.402	-0.146	-0.015	-0.22	0.136	0.059	-0.248	-0.112	0.446	-0.12	-0.661	-0.146	-0.121	1.071	-0.703	0.396	0.576	0.16	-0.028	0.388	-0.155	-0.269	-0.427	-0.352	-0.196
