gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
CPSF2	-0.333	-0.316	-0.107	0.023	-0.175	-0.202	-0.035	0.057	0.005	0.052	-0.115	0.134	0.17	-0.131	0.018	-0.209	-0.004	0.203	0.248	-0.198	-0.183	0.056	0.036	-0.198	0.024	0.045	-0.176	0.011	-0.074	0.07	0.176	0.01	-0.005	-0.182	-0.06	-0.069	0.375	-0.031	0.084	-0.094	0.528	0.018	-0.028	0.751	-0.233	-0.28	-0.258
