gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
DIDO1	-0.366	-0.107	-0.101	0.193	-0.162	0.275	-0.057	0.052	0.169	0.146	-0.127	0.029	0.317	-0.329	-0.017	-0.061	0.204	-0.102	-0.031	-0.105	0.07	0.221	0.059	0.022	0.062	-0.225	-0.073	0.004	-0.128	-0.005	0.116	0.134	0.241	-0.134	-0.067	-0.062	0.332	-0.05	-0.012	-0.036	0.381	0.208	-0.039	0.499	-0.191	-0.142	-0.186
