gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
PACC1	-0.627	-0.03	-0.399	0.436	-0.218	1.136	-0.037	-0.175	0.351	-0.164	0.02	0.065	0.107	-0.33	0.019	0.033	0.492	0.032	0.386	0.316	-0.145	0.001	0.04	-0.578	0.101	-0.356	-0.66	0.052	0.376	-0.276	0.639	0.17	0.185	-0.206	-0.063	0.02	0.071	0.071	-0.054	0.085	-0.025	-0.144	0.102	-0.383	-0.059	-0.37	-0.14
