gene	100232	103342	113971	123804	146218	179016	186481	224143	237983	258135	263578	273919	303642	326772	332131	348685	400220	407992	410324	434640	478908	498463	507202	507696	570755	594368	595704	605322	617776	700717	730817	740266	750152	757199	809653	816067	849660	868231	907786	914247	933124	982009	987523	989176	ND5	ND7	ND8
PITPNC1	0.63	0.233	0.148	0.196	-0.022	1.298	0.34	-0.541	0.042	0.215	0.169	-0.055	-0.638	-0.159	0.166	0.198	0.174	-0.134	0.12	0.721	-0.04	0.385	0.565	0.246	-0.483	-0.211	-0.206	0.113	0.305	0.109	0.265	-0.049	-0.093	-0.171	0.157	0.273	-1.281	-0.098	0.48	0.186	-0.793	0.244	0.472	-1.141	0.3	0.129	-0.342
